booking_id,passenger_key_hash,flight_id,booking_date,status,seat_number,status_valid_flag
B1178,ea2b1af5291e12c0c2611bb064e78be7b194642f34f2e9ff47c1ae8e4c81c7bc,6F034,2026-02-05 11:37:36.951,CONFIRMED,34E,True
B1179,0edb4edcab53e7bd142d39aa994876b6bcbf46d9c86bce8f32c853a845f14602,SJ078,2025-10-03 11:37:36.951,CONFIRMED,33D,True
B1180,745580e3e72a6d677b2701237c5fa67d1f5021ffee40ff003262efd750cb6349,AI240,2026-04-10 11:37:36.951,PENDING,22F,True
B1181,9c98c8b1d89a4e55dce19251248a5b5625dd74a91c54075de00a12a03d978233,SJ002,2026-03-29 11:37:36.951,CANCELLED,12E,True
B1182,8327c2ee1689aa6dc970de7411a1fbd55b93f654d304f70be74eabe49621e002,AI044,2025-08-11 11:37:36.951,CANCELLED,3A,True
B1183,d871d6c1b0f4950d7432ed3b0be98732dd480e982ae01be6db6934de4e5f7012,UK076,2025-06-22 11:37:36.951,CANCELLED,8C,True
B1184,696200fd839848b14ea262f6d11b23f059a1f0a6d4d9a7e2ff44462bd08d35b5,6F232,2025-08-01 11:37:36.951,PENDING,28E,True
B1185,7e8681b0b5dcad0de38066ad7b0a7c2be54c6d39727b1b40a94c03a56faa1c3e,SJ228,2025-08-16 11:37:36.951,CANCELLED,25E,True
B1186,8d8f20ae93511da1fc31c3431fca0b705933fa3f85fc69c991b41ea56371139b,SJ074,2026-04-04 11:37:36.951,CONFIRMED,1B,True
B1187,54a5a8bf692038b5094da0eaf787b6f064af2ca56dd6c67c7bece857b05866c4,UK229,2025-08-04 11:37:36.951,PENDING,7F,True
B1188,e34896f79a0e0759380ec16c206f581d69ced88424a2c7256da86cdf0e0a46dc,AI208,2026-04-04 11:37:36.951,CONFIRMED,6A,True
B1189,841d6ff4bf515c14ff1194d854071d819eefe7528f5a4bee5df999ccd6cb44e6,AI019,2025-11-23 11:37:36.951,CONFIRMED,14F,True
B1190,ea46dd84b5852d6a0786d10cb63d4356a3d58f11549b85d6843e902052304a85,6F029,2025-05-23 11:37:36.951,PENDING,12B,True
B1191,24cc460298985b5aee0c677b130089b61b88652596bf3938bcd37a68cedc582f,6F018,2025-04-27 11:37:36.951,CONFIRMED,25B,True
B1192,63fe68f9c14d380c2f19c9c816ddda65f85fade6e22e9cea4ceddc45edabf834,AI059,2025-06-23 11:37:36.951,CANCELLED,7D,True
B1193,54a5a8bf692038b5094da0eaf787b6f064af2ca56dd6c67c7bece857b05866c4,AI159,2025-05-22 11:37:36.951,PENDING,13D,True
B1194,71fc9efcf34b34c06caf917fe6fa53b81133b60a7a7c7779e94702f1341eae8b,6F091,2025-07-11 11:37:36.951,CONFIRMED,14F,True
B1195,7cc494ed01333ca3c7ab0eff63086589b5a996ac86ecc321bc389393be71b5da,6F084,2025-07-20 11:37:36.951,CANCELLED,10B,True
B1196,409613d90acdde04e00e7085d199b79fc56a98709ed151209739343a85df32a2,UK170,2026-01-15 11:37:36.951,CANCELLED,20C,True
B1197,30e4512135119c357868dcfa2a810326ae9f8f4c74a43016116bf2ba33458b3a,UK212,2025-05-19 11:37:36.951,CONFIRMED,2E,True
B1198,86d87cbac905451cd1cf943b93648d0f6b147644f646a978feb82bf0245d63b5,SJ022,2025-06-16 11:37:36.951,INVALID,29A,False
B1199,9c98c8b1d89a4e55dce19251248a5b5625dd74a91c54075de00a12a03d978233,SJ075,2025-12-13 11:37:36.951,PENDING,30E,True
B1200,44f4c40b2d4180be174e74764b2fa93a31e9acf2f95cffd3d99e341557a6e008,UK177,2025-09-17 11:37:36.951,CONFIRMED,16B,True
B1201,4106a53da67785e5d50e3c3b7495c032f8b5ea65429f48c6ac715ffb1db71025,UK206,2026-02-01 11:37:36.951,CANCELLED,3A,True
B1202,0569abad026a1d117a57bdb86a2d539284d7be656b90a55283f053dc06bf3ea6,UK079,2025-04-29 11:37:36.951,CANCELLED,29C,True
B1203,b56dbde0e0be2b561f40b96027c685159781a84b10adca21d650d985af9ada1e,UK040,2025-06-21 11:37:36.951,CONFIRMED,3B,True
B1204,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,AI034,2025-07-25 11:37:36.951,CONFIRMED,30A,True
B1205,43162d4ec9ebb8ca231a1237815ccd5f56ac1f07f4f470abc2f47b5de6c05c29,UK034,2025-10-18 11:37:36.951,CONFIRMED,23F,True
B1206,bba5061a33d739cfdd3a5b55460a8173c8fd1952f3d64c8d0fa79c15cea4a34a,AI088,2025-07-02 11:37:36.951,CONFIRMED,13A,True
B1207,7eaf6cc62251837e276f3b2ba719536902af6aa6480014bb7a13b3f383e6f9d7,AI128,2025-06-11 11:37:36.951,PENDING,26A,True
B1208,92eb1a7f77b6b0b1587404e822cb87abcada05c31c4923f5f5cb4cc9bdeeff95,SJ052,2025-07-22 11:37:36.951,INVALID,9A,False
B1209,fe806d818988e5ee16e1ac60627b5143451ad44b0c85d58468127ae1e68255ea,AI233,2025-12-15 11:37:36.951,PENDING,3A,True
B1210,f0316f28ef6214df53c678ecde337e63f431b074b6cbf48b8fc4df3a0b16bef7,AI012,2026-01-20 11:37:36.951,PENDING,3C,True
B1211,9c90f9d7d09cf46dbd5bc724a796b3ce1fd1c65d9a531c50bfe36465f539c681,AI084,2025-07-07 11:37:36.951,CONFIRMED,34A,True
B1212,611287edff2d9e602fc6312c5850f6c8c7f4718408f7c4e4adbda51ff8cefd15,6F126,2025-07-08 11:37:36.951,PENDING,34B,True
B1213,d1406331ab9ef39ab2b3392b85933c1dab382970373f5b7ce9dbef3bf9b912b5,SJ061,2025-06-16 11:37:36.951,CONFIRMED,2E,True
B1214,d4b256a73ebbf0e5b9719293cd5872b7a42284f944c914c2bd3b5a53a3ea41fd,UK194,2025-08-14 11:37:36.951,,23B,False
B1215,7ae8dcbe94a54464daf80d37c16be7d84c37baabdd578d32e2202f1827705d86,AI135,2025-08-08 11:37:36.951,CANCELLED,28C,True
B1216,29cf2d89c3589449b2bdfaefe119244ad02151ae58570028b87fba3e1219c6bb,6F238,2025-12-09 11:37:36.951,CONFIRMED,10A,True
B1217,08cb2d3a1162156fae3f8de8547a4392bc4947f04eba00d88607c9bff433f76a,6F092,2026-03-19 11:37:36.951,CANCELLED,32C,True
B1218,2a54a8854f5f160840e5f70ad0ffcc10b125a105d49e24f2672c01b0d9d5762d,AI213,2025-11-13 11:37:36.951,PENDING,2D,True
B1219,148b9ad00dca1b3d2358919e159c35911bb7a83968adaf8e861d72e83045df0a,UK193,2026-02-15 11:37:36.951,CANCELLED,1B,True
B1220,46c37b0969c071f44e483ad1af7011824bd31169e039a3e20ccbe748eabec60e,6F178,2026-04-04 11:37:36.951,PENDING,29C,True
B1221,89fef259b03bd24a0b841cd92ec8accc906ac07ab48804c073e5facfc880bcc5,AI158,2026-03-06 11:37:36.951,CONFIRMED,19D,True
B1222,1fa22c4b51a16d10c3645a0087accdad2fed9ce11f93fed4665b2a953dcaa50c,UK208,2026-03-30 11:37:36.951,PENDING,8A,True
B1223,b63f0c822b6e830ae9c355c7894d5c011f41efd0b6667b3a0d2cf9230d8bea10,6F056,2026-04-09 11:37:36.951,,15A,False
B1224,664e6259d692132aaef87baf236f845816865482d3f2a11793222f291385e249,UK185,2025-10-26 11:37:36.951,CONFIRMED,1E,True
B1225,f783d91c35c828950d9d1abbde14b046134cb69597db8e0d62057cc1deb4984d,AI163,2026-01-13 11:37:36.951,PENDING,4D,True
B1226,2bb472f799372f4d0f11780096f1b1c58d98d65d1f611d7d7e881bd650f76a1e,AI112,2025-08-23 11:37:36.951,CONFIRMED,15C,True
B1227,c1a316f03b3ae5a203bbe1db1b8f5b4dbac55098aca918d8902272408387712a,AI227,2025-10-23 11:37:36.951,CANCELLED,12A,True
B1228,cbce6411448934040ed7d1dde13cdc5b1476b8c4547803701bcc1ff5d7a66ced,SJ083,2026-04-17 11:37:36.951,CONFIRMED,29D,True
B1229,a283a09aa25e74844adbaa72805adfee5de273ca179f93f31826cf2ad4dc9551,UK073,2026-02-07 11:37:36.951,CONFIRMED,13F,True
B1230,bb36064338c667e548c378da8265e5e11394f6809ff1b670006daa8d168ad9c1,6F169,2025-04-29 11:37:36.951,PENDING,6C,True
B1231,9e9cdc2bf4b91e70025e63cc7ea079b158f64e6d9631a7cc43556b9c29593df6,UK154,2026-04-06 11:37:36.951,CANCELLED,27D,True
B1232,bb36064338c667e548c378da8265e5e11394f6809ff1b670006daa8d168ad9c1,SJ169,2025-10-06 11:37:36.951,CONFIRMED,32F,True
B1233,0f1a22c91d0f0def2cbb84dc522ed90ddfad6898003d78b0e5d4ee1c7c8ac1b6,6F187,2025-05-13 11:37:36.951,CANCELLED,5F,True
B1234,f6b417a876311203b71363b2de9b23777e0a1dae3d73d787849b48272abc719d,UK210,2025-11-21 11:37:36.951,CANCELLED,33A,True
B1235,7da056615e9de44036a97bc53ef4dae7905297542ca3ba538d600ce7e4d2ac6b,6F250,2025-12-23 11:37:36.951,PENDING,13D,True
B1236,1fa22c4b51a16d10c3645a0087accdad2fed9ce11f93fed4665b2a953dcaa50c,AI062,2025-07-05 11:37:36.951,CONFIRMED,25A,True
B1237,c8825a62bdff38dd0a66384c87a053d4c10cda8640c32505017564104dd13cbd,AI047,2025-11-16 11:37:36.951,,15B,False
B1238,05eea77c075ff7329e9eb383df908cc03d91db1aad14d9e93f0e534a08c2d972,SJ186,2025-10-20 11:37:36.951,,8E,False
B1239,022b671b6c1a787f8e18f8f36dbe7fcbf50142158932d527006569dbebe96b3d,AI217,2025-11-17 11:37:36.951,CANCELLED,30A,True
B1240,5c67efc01eb595f27aba409d16d77d677572da560aa9687a3dd588f0763782dd,UK100,2025-12-31 11:37:36.951,CONFIRMED,17A,True
B1241,af73e26b43f653fd66c79ebf74dc6440a04dc060b0b4fadc2ff2726a16a2c325,UK116,2025-12-16 11:37:36.951,CONFIRMED,10A,True
B1242,266db57c2806a8daee3f67f58f72ab92b2bb26f1e5e7a9fa54cf59737e06378c,6F036,2025-12-01 11:37:36.951,CANCELLED,26C,True
B1243,ae639e6b01fba028430948040d9b7b6aeef60a3c8e6d60187ee09508d3f8410f,AI175,2026-01-22 11:37:36.951,CANCELLED,29E,True
B1244,7ae0a3e744a2bd37750d3b84ed95f70b570eb5c4367f6454611d81e778484d33,UK051,2025-08-18 11:37:36.951,CONFIRMED,27D,True
B1245,ddb723773923fb83eddc5684a1b82d5841819a41e1397eb83c585f4829b3e5f6,6F201,2026-04-17 11:37:36.951,,26A,False
B1246,7f7a4a05ac7584dc445b403e3f3476be43426f7f0889117eb963af5f8bb1d4c5,6F230,2026-04-09 11:37:36.951,CONFIRMED,33B,True
B1247,081a2b17323ae201cb16fa33d3c2494e3cc3d447b9114a9680b391d9d76c6b25,SJ138,2025-08-13 11:37:36.951,CANCELLED,15F,True
B1248,bfbd09d804a4325c66b9ca8d063a804f83a8267bfe9f0ec618ca9ab999247225,AI246,2026-03-04 11:37:36.951,PENDING,16B,True
B1249,255778825079acb5b763b6559c5fc45e24e91da572163fe53460a36801cb563a,6F179,2025-06-06 11:37:36.951,CANCELLED,26B,True
B1250,c778c14fe604ebd8110269e845512adeb743b9756d3c57402cb17a108a3de500,6F031,2026-01-28 11:37:36.951,CANCELLED,16F,True
B1251,075f6dd5d6befe2ed58ab07f2ce22efa55b8c935c798f1589f004e1576553551,UK015,2025-08-30 11:37:36.951,PENDING,29A,True
B1252,37b790ac45eacb4d66f50b7c5f6adfbbd850f1ef459633d46e1335583be1bff6,UK001,2025-04-21 11:37:36.951,CANCELLED,27C,True
B1253,925ec241dafb2b93be2f3e97032bfe0e5cb88bd62b489c564a2851b26066b331,6F133,2026-02-27 11:37:36.951,CANCELLED,15E,True
B1254,b3b2bddc4a1da01906c583ec44330f267849113c6afe3d26e04eafb43be7bbba,6F143,2025-07-22 11:37:36.951,CANCELLED,5D,True
B1255,10d6d6ecb2a19a228670bab3cf934566fd9976ff05b8628d509958a3af826188,UK165,2025-09-22 11:37:36.951,CANCELLED,23F,True
B1256,93847cd98056474b065afd1edea5da9e9bba3a8cf5497abeb29724dee06524e0,6F083,2025-08-10 11:37:36.951,CANCELLED,22B,True
B1257,af515aa38deed73c0e79390494936b3c5062c3d6fb1d4125a6878ac6ff9c7c14,AI082,2025-08-19 11:37:36.951,CANCELLED,11C,True
B1258,10001017dbdb645c950f1db621963558fa08bb4cf1469e76b4524f9d0b3bb48c,AI164,2025-10-28 11:37:36.951,CANCELLED,21F,True
B1259,b884baa483ed63465490a927aac29ed841e361a66c5a8011fbe8724504c76d4c,SJ155,2026-01-19 11:37:36.951,CANCELLED,31F,True
B1260,2160872f2e614a13bff2e81412b0948c5fdc0e77ddbb5981e2fc4ff99c926561,AI189,2026-01-04 11:37:36.951,CANCELLED,1D,True
B1261,a2e1a6df1b20d75758869362fdcd51f72b40da14a5f7f80910562c4e736e9993,SJ057,2025-12-21 11:37:36.951,CONFIRMED,34A,True
B1262,2b4d0c8fdf599c052b4fd074e6545ad56cfab92217400417ac526e1780373df0,SJ198,2025-05-07 11:37:36.951,CONFIRMED,16F,True
B1263,29b50a0cf1005354bee43ac4169f609fce2718c926a49545f42418af74a1306a,6F122,2026-01-03 11:37:36.951,CANCELLED,6C,True
B1264,20e09fcd1bcdf6adcace35266b8c3d44d1b16ac792d199846a07ecfb1f4d5dd1,SJ097,2026-04-15 11:37:36.951,CONFIRMED,12A,True
B1265,b24576ecd2ed6403ddcd31b778d1bbb7344f6a124efad807c9397688faa70322,UK203,2025-08-06 11:37:36.951,PENDING,28F,True
B1266,ae811a447c699265d2570253c132d8615b7113c7660a8c6187d1dbb621a8f169,UK093,2026-01-16 11:37:36.951,CONFIRMED,27F,True
B1267,8249f45e7acc37f4632d0a259fbec44a4ed875f9ba9f655e0c57b224d001a1f9,AI205,2025-05-21 11:37:36.951,CANCELLED,32A,True
B1268,ae37fa4a6e4efefde12bd52af53066456a5c1b5a8b5ad036317a0dc0218e0db1,AI102,2026-01-16 11:37:36.951,INVALID,12A,False
B1269,79d3e921288b3e1edc7d0293236688e782d509d35365d799481a628bbf783ecb,6F046,2025-09-06 11:37:36.951,CONFIRMED,4C,True
B1270,dc3fb38aab9df1c81e21b57b1e36fec002153e68c6f7feff5b8aab07689146ee,SJ017,2025-06-02 11:37:36.951,,22E,False
B1271,afd81ec419f86cb4489130cd42d84f23b6fba17ab902661d11149968be4e16da,6F156,2025-10-20 11:37:36.951,PENDING,28B,True
B1272,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,AI068,2025-07-18 11:37:36.951,PENDING,19A,True
B1273,cd605f21ec12328c2775cc58f3d9ef27effc5e4776b6019e85bf0321e43c9109,AI150,2025-06-05 11:37:36.951,,28B,False
B1274,c30107be7574bf2559c6d6fd9791e99507b3c0ae8cae21d031b4e65c787a4c13,UK008,2025-10-15 11:37:36.951,PENDING,20D,True
B1275,533f7e3d8910c50b0ec45a1afeb1f7bcf0e73ca069bc544d57a8078864b2d685,6F166,2025-07-11 11:37:36.951,PENDING,18F,True
B1276,b80f0792f54b48b735169ad48fab43e1494809354d2a41baabde61a641586c52,6F177,2025-07-15 11:37:36.951,CONFIRMED,1A,True
B1277,51a7fa0dd59bfd6da269989ac286fec3b22d87ca00fea3eddf735ee72d2aa6ea,AI196,2026-01-19 11:37:36.951,PENDING,12E,True
B1278,6ca38ffc450ae62263f740a07c50384cf41b8e1fbbdbb5702cfbe6ba296c293e,SJ191,2025-08-09 11:37:36.951,CONFIRMED,5B,True
B1279,d5169308ce3fd20e529e3b94cc846e5723dbadb54b0c69af7ceb2713f60c1692,6F019,2025-05-10 11:37:36.951,,28C,False
B1280,ab64cb415612e62b2e83997f579ce67fe17cc0a0720320eefb864759ac62606c,AI226,2026-04-12 11:37:36.951,CONFIRMED,33B,True
B1281,ed8e122bd68a569887c16b079ba6288e80df60b41575461820db1a931bbd1a3f,SJ207,2026-01-21 11:37:36.951,CANCELLED,4A,True
B1282,c9ed8557564494bbe7442b4bc16c6e43b59a5a4be7ceae2c1c2e95f875aa2c21,AI009,2025-12-30 11:37:36.951,CANCELLED,8B,True
B1283,19298fd58334c2576e49a117e7714d5a8dc0fc9a1b9e879f7f8eb13fcb898319,AI103,2025-05-08 11:37:36.951,INVALID,29D,False
B1284,b11b2b07b8e9e629cac2cb3d8bddbfd980fb7ce7e8423952eca200faf0729060,SJ127,2026-02-22 11:37:36.951,CANCELLED,25F,True
B1285,2fa8ad9bc1180c9e7016de60dbd6a76bd214ce8b72b8ae6637e164c4dfeba8e0,UK188,2026-03-26 11:37:36.951,CANCELLED,25B,True
B1286,3637cf9c2a0f3c442d1fc9871e196e275b5092307c15aaa343430617f1846df4,6F010,2025-09-25 11:37:36.951,INVALID,33B,False
B1287,c2f61e9be3d5b855846c5c362bdd35e8d1441dfab903d122b461088e3a36830d,SJ098,2025-12-13 11:37:36.951,CANCELLED,5F,True
B1288,9891e403b0f09d3ef6bb6a150444d7aed41685e904c6f0657120ac5fec5ca431,6F058,2025-12-11 11:37:36.951,PENDING,18C,True
B1289,11e7405e976ffe2fd78666cff7c08b5698c1ab4dc4b8917abe86e0e24ee45002,SJ030,2026-03-23 11:37:36.951,PENDING,24F,True
B1290,afbe1d334c79478b8e5626b3ba334e5e23163f59e7cf271ac0ca60d0fef851fb,UK175,2025-07-26 11:37:36.951,CANCELLED,16F,True
B1291,4f298002003d87c1d612ccc5bd08710bf4a0e8820b936ee256fe2747d11f2c86,SJ108,2026-04-01 11:37:36.951,PENDING,28E,True
B1292,066e3f7ad551ebc85b6358a7f4ce340b5ef470aec1821bdc38353d6f5fa81165,6F075,2025-08-03 11:37:36.951,CONFIRMED,7C,True
B1293,bfbd09d804a4325c66b9ca8d063a804f83a8267bfe9f0ec618ca9ab999247225,UK222,2025-08-31 11:37:36.951,CONFIRMED,25F,True
B1294,459b89f1c1c07e4eeab0dd6c7d5c40bea90d231854870ac2ef30273e6339ae40,6F250,2025-07-13 11:37:36.951,CANCELLED,34B,True
B1295,90b4e732ed7b857b631db1628f6d3aacca64e3954d38a803da76f97f588eaec2,AI096,2025-12-29 11:37:36.951,CANCELLED,14B,True
B1296,b47b4015cd417df26ad71a3fe85ac082a29f9740562eee3d135e79e814ec0d7f,AI216,2025-12-23 11:37:36.951,CANCELLED,1B,True
B1297,f0dc16ef2ccee2c0811edee2f0c602b0376a7e022cd5e8e7e422a6f3a12862ce,6F193,2026-01-23 11:37:36.951,PENDING,8A,True
B1298,f15c5a7ae439f4d0d814a0da0ed58a95284bc4359467ecfbb10bcd62e48d1e17,SJ194,2026-01-02 11:37:36.951,PENDING,6C,True
B1299,bfaab51e35ad7b3d1666f7469bc4c42bc87bfa7807198d84cc0d59c656fc92f3,SJ020,2025-09-11 11:37:36.951,CONFIRMED,16F,True
B1300,9a5d603fd6eacc409027cb091b3ea3b03a3857bd38efe4a1b2ad7e450b585085,6F070,2025-06-14 11:37:36.951,PENDING,21C,True
B1301,f0dc16ef2ccee2c0811edee2f0c602b0376a7e022cd5e8e7e422a6f3a12862ce,AI051,2025-09-03 11:37:36.951,CONFIRMED,12A,True
B1302,92929313a75069630a3f41a498062f3b99dc58e1bb7aaab8b084ebdfa4e98f0c,UK219,2025-12-27 11:37:36.951,PENDING,3D,True
B1303,bb36064338c667e548c378da8265e5e11394f6809ff1b670006daa8d168ad9c1,AI235,2025-12-13 11:37:36.951,CONFIRMED,20A,True
B1304,54880709cf829c2d0d703d6ee6f77deed4c47aeb026f35def2f7a6b2e789432d,6F022,2025-12-13 11:37:36.951,INVALID,18E,False
B1305,061cbc880123b92060ec8d82728701002b20e22fb5941108a2d038cf0e0e618a,SJ114,2025-09-28 11:37:36.951,PENDING,13C,True
B1306,584be399b93f9a946285e1bc0a358895e9dc8f301b445d214321f144c3dc0006,SJ076,2025-12-01 11:37:36.951,CONFIRMED,30A,True
B1307,ee3da88980fa26dbadf8dc499b411a800bfc6c8773ee8629c6e2cf19ae2a84bc,UK227,2026-01-26 11:37:36.951,PENDING,32E,True
B1308,15fd27eb5581a4470d632fb8f63f155f85e2ae84e05544a2f9e169da810e6711,UK135,2025-07-22 11:37:36.951,CANCELLED,30D,True
B1309,37f70e517d13b58c91152dc3c591320d5d08e0be15019d148e5655232948953a,AI234,2025-05-06 11:37:36.951,CONFIRMED,30F,True
B1310,b97880ebfd72f0c28039111791d925472732f2506d801af8097c8a1081a4d51f,6F113,2025-08-20 11:37:36.951,PENDING,5D,True
B1311,ebd2de92b9184342a7bcb91048da605ae27d244d1c500059bc22659462083b0f,SJ206,2025-11-16 11:37:36.951,PENDING,9D,True
B1312,fdff1477af852fb0e86fc129c5b2510e9c5f6a722608ded739cdc6277962b28e,AI015,2026-03-29 11:37:36.951,,6E,False
B1313,27473346c866b66de92864725e25b82376fe9bf6c8bd24e4ebbef139b30151c6,6F260,2025-05-16 11:37:36.951,CANCELLED,33E,True
B1314,533f7e3d8910c50b0ec45a1afeb1f7bcf0e73ca069bc544d57a8078864b2d685,AI061,2025-04-28 11:37:36.951,CONFIRMED,19C,True
B1315,cbce6411448934040ed7d1dde13cdc5b1476b8c4547803701bcc1ff5d7a66ced,6F237,2026-03-26 11:37:36.951,PENDING,9C,True
B1316,a5f805bedc69ac04a4429722e8f4996b31bc58cec4192c50a80db8b00e0e010d,SJ099,2026-01-06 11:37:36.951,PENDING,27C,True
B1317,c3b65a7f63cdf9077407c656298c53cf2f5eb3571bcc4fa8c5d8b5aa74f4d8bc,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,True
B1318,097d1730f877c5e910f5789d79ccbbb12c982460d0c24d0f57881d9f3578c3cd,SJ146,2025-05-23 11:37:36.951,CANCELLED,29B,True
B1319,bf219043426100ec85812e8a37d44447967fc2afe70788790177dd4e49f4d094,6F071,2025-05-04 11:37:36.951,CONFIRMED,4C,True
B1320,1881045f69a737bc4f4dd7840b4f9f5b006fbbf3f4b5a605a3c66ddfbdff5ff0,6F272,2025-08-13 11:37:36.951,PENDING,6C,True
B1321,804ac90b07e39e12ca6788b04f5b81c01cf56ce3ae3bf451323a4576367f7dbb,SJ029,2026-02-12 11:37:36.951,PENDING,13A,True
B1322,5f7e0863cdbd3370639e380a6ebd3f2003c8fb7411fd3cdbc9babbee32357e8f,UK084,2025-07-27 11:37:36.951,CONFIRMED,6E,True
B1323,8889ac1b6cee312d8700accbb812d5b60e9510e9a0aab6d7a683c57667fb35ae,SJ048,2026-02-06 11:37:36.951,CONFIRMED,14D,True
B1324,460b5a5ad37a13083a7b252b274cf64127648c898c6e4c0aa2e4dc3f038674b8,AI108,2026-02-04 11:37:36.951,CANCELLED,33B,True
B1325,63e1c2ff2767ca8ceed81263ce666870649190fbb395864203e8c6a17db4f468,SJ134,2025-08-11 11:37:36.951,CANCELLED,3B,True
B1326,5462e26b2c4f69495b9a7e04fdb2576e4484537640762a2bd5ef3724ad75b5d3,UK146,2025-10-31 11:37:36.951,CONFIRMED,14F,True
B1327,d38568db2aa153115ee25ff07b753791c01fb713305c8c915655b1a4d99f024c,SJ036,2025-09-24 11:37:36.951,CONFIRMED,26C,True
B1328,29b50a0cf1005354bee43ac4169f609fce2718c926a49545f42418af74a1306a,6F202,2025-11-01 11:37:36.951,PENDING,33B,True
B1329,36de8c394ea20850f7f2d64db77546deb8febea37f85ff31161770db64ff0db7,UK041,2026-02-13 11:37:36.951,CONFIRMED,22C,True
B1330,93847cd98056474b065afd1edea5da9e9bba3a8cf5497abeb29724dee06524e0,6F078,2025-12-06 11:37:36.951,CONFIRMED,23A,True
B1331,ef8c824a356b9f1c99470aab441219594cad3791ef47a5d4746382ddf37d2180,AI097,2025-07-03 11:37:36.951,PENDING,22C,True
B1332,901b4abcd16372fdad9b63045a7a38072dd6b35a12c3b1e5d20a92e268b94a39,UK159,2026-01-15 11:37:36.951,CONFIRMED,7D,True
B1333,4c76b2e19e760c735e901272308cde7ff1275a49afd4e3debb2e5b17e0566d59,UK044,2025-09-06 11:37:36.951,CANCELLED,12B,True
B1334,228617b3e082657a58da30650b2fb1949a3b5e0caac340093eef48a1c41397dc,6F176,2025-09-27 11:37:36.951,CANCELLED,6F,True
B1335,c30107be7574bf2559c6d6fd9791e99507b3c0ae8cae21d031b4e65c787a4c13,SJ221,2026-02-11 11:37:36.951,PENDING,4A,True
B1336,383b01dfc4b4451a547935fff6c78f551e330aa833ad796209db30958a18a15d,6F112,2025-07-03 11:37:36.951,CONFIRMED,22A,True
B1337,323969a7963eafc6513bc14886c789e73bb1919adde854ed931330089747a1aa,6F246,2025-10-20 11:37:36.951,INVALID,4C,False
B1338,bc5fe68e5cdf84ae711dfa039703f9dfacab766b8680db31efd1b4b74e8768fb,6F014,2026-02-21 11:37:36.951,CANCELLED,14C,True
B1339,677104faba0eb37cf9fc7912e402bb55962271b7b600ba163c03b6446ac91de4,AI237,2025-09-17 11:37:36.951,CANCELLED,28A,True
B1340,afd81ec419f86cb4489130cd42d84f23b6fba17ab902661d11149968be4e16da,6F003,2025-12-14 11:37:36.951,CANCELLED,12E,True
B1341,88659952d7f5e68c9a08f77a0ec08ebc2d007999fc6bb89770907d04ec125d69,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,True
B1342,95edae0cf7e42aad8885909c537182f636aeabc79386efbbfd48ab71b16f1d99,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,True
B1343,ff59c2683e6104bfda79f88a7dd17f55ea278b316808d55ec0d311b985a600d0,SJ163,2026-03-08 11:37:36.951,CONFIRMED,9F,True
B1344,ddabb59a9826ea31b1ce182b4b327e1e5be2fcb5627388dbe0084a381530843a,SJ243,2026-03-28 11:37:36.951,CONFIRMED,1D,True
B1345,b10cca87bf39c2434d094f305e8c8bbe33583cbb8f70956cc9b07aa8d93058c9,UK113,2025-06-06 11:37:36.951,CANCELLED,1A,True
B1346,b47b4015cd417df26ad71a3fe85ac082a29f9740562eee3d135e79e814ec0d7f,AI071,2025-06-07 11:37:36.951,PENDING,30E,True
B1347,dd0d4f009ccd8b20446938da00fde4d16ce9a707f7318dd1f54c3dafd7e07f28,6F271,2026-02-07 11:37:36.951,PENDING,22A,True
B1348,c572be8c765284c030826ccc2a248fd4d939365db7b6eeb4afde34c934deb9b0,SJ015,2025-06-05 11:37:36.951,CANCELLED,27E,True
B1349,0569019098c7cf5a8cc47f9221abee18721c6e392b0b09c277db7e11ed6d7e4b,UK047,2025-11-19 11:37:36.951,CANCELLED,9E,True
B1350,fef3551179d3071c36364f32685122bf5ea6d3a401fcc5707960d1986ef03b46,UK020,2026-02-04 11:37:36.951,PENDING,12A,True
B1351,9c2a76d8a61fe2469124635622acd7267218ef36954ebaa68819b07cd5ea2c59,AI122,2025-09-03 11:37:36.951,PENDING,27F,True
B1352,9b57b5fc7625f88f57e8fe4555294eaeef9b619337085e95fb71928be130113b,UK223,2025-10-20 11:37:36.951,CANCELLED,17D,True
B1353,61864ff2276be466a69ab1a9b45c546576ecb6da65cdcc0c9639a94034459d6e,6F148,2025-09-19 11:37:36.951,CANCELLED,15F,True
B1354,ed0d591e1541e972df852ab1f85f0151ede892b9b811f3e4020bc5d4f00046e5,SJ162,2025-12-14 11:37:36.951,CONFIRMED,34A,True
B1355,569541aef05a35fd51845055d14159e660e2e5e024dfbe429a608c06a6d6fc15,6F127,2026-03-30 11:37:36.951,CONFIRMED,28B,True
B1356,f0260781fb2aba4e4277a4959cefacd2211aef405843b1b72f148059b1d4d91e,AI173,2025-11-10 11:37:36.951,PENDING,11F,True
B1357,9985af7cd23dbc3b0b3d6d654015391b8f54314efe44e9f3501c1b8821178042,6F065,2026-02-05 11:37:36.951,,14A,False
