flight_id,airline,source,destination,departure_time,arrival_time,flight_id_raw,duration_raw,flight_id_valid_flag,arrival_time_adjusted,overnight_flag,duration_minutes,duration_anomaly_flag
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,SJ007,,True,2026-04-20 14:53:41.701,False,290.0,False
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,SJ141,,True,2026-04-20 13:37:41.702,False,217.0,False
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,6F049,,False,2026-04-20 13:13:41.701,False,193.0,False
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,SJ235,,True,2026-04-20 13:45:41.704,False,228.0,False
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,UK087,,True,2026-04-20 13:17:41.702,False,208.0,False
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,UK170,,True,2026-04-20 11:32:41.703,False,110.0,False
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,SJ078,,True,2026-04-20 12:49:41.701,False,188.0,False
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,SJ075,,True,2026-04-20 11:03:41.701,False,97.0,False
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,AI159,,True,2026-04-20 11:36:41.703,False,133.0,False
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,UK120,,True,2026-04-20 13:30:41.702,False,251.0,False
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,AI059,,True,2026-04-20 11:43:41.701,False,147.0,False
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,UK040,,True,2026-04-20 10:32:41.701,False,77.0,False
AI044,Unknown,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,AI044,,True,2026-04-20 12:36:41.701,False,213.0,False
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,AI078,,True,2026-04-20 13:28:41.702,False,270.0,False
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,SJ226,,True,2026-04-20 12:54:41.704,False,247.0,False
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,6F209,,False,2026-04-20 13:40:41.703,False,300.0,False
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,UK193,,True,2026-04-20 09:14:41.703,False,35.0,False
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,6F092,,False,2026-04-20 09:15:41.702,False,36.0,False
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,AI208,,True,2026-04-20 11:52:41.703,False,194.0,False
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,SJ227,,True,2026-04-20 12:53:41.704,False,261.0,False
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,6F238,,False,2026-04-20 09:19:41.704,False,48.0,False
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,AI084,,True,2026-04-20 09:46:41.702,False,75.0,False
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,SJ228,,True,2026-04-20 12:16:41.704,False,227.0,False
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,UK194,,True,2026-04-20 09:26:42.000,False,60.00495,False
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,6F126,,False,2026-04-20 09:39:41.702,False,78.0,False
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,SJ052,,True,2026-04-20 09:57:41.701,False,97.0,False
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,AI233,,True,2026-04-20 09:52:41.704,False,108.0,False
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,AI213,,True,2026-04-20 09:14:41.703,False,71.0,False
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,UK076,,True,2026-04-20 12:26:41.702,False,263.0,False
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,SJ022,,True,2026-04-20 11:07:41.701,False,191.0,False
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,SJ002,,True,2026-04-20 12:40:41.701,False,286.0,False
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,AI163,,True,2026-04-20 08:46:41.703,False,61.0,False
UK229,Unknown,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,UK229,,True,2026-04-20 11:57:41.704,False,257.0,False
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,UK185,,True,2026-04-20 08:48:41.703,False,77.0,False
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,6F029,,False,2026-04-20 11:45:41.701,False,254.0,False
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,6F056,,False,2026-04-20 08:49:41.701,False,109.0,False
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,AI062,,True,2026-04-20 07:25:41.701,False,36.0,False
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,UK034,,True,2026-04-20 10:11:41.701,False,204.0,False
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,UK079,,True,2026-04-20 10:34:41.702,False,231.0,False
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,AI135,,True,2026-04-20 09:21:41.702,False,161.0,False
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,SJ061,,True,2026-04-20 09:35:41.701,False,177.0,False
AI047,Unknown,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,AI047,,True,2026-04-20 07:23:41.701,False,47.0,False
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,UK210,,True,2026-04-20 07:30:41.704,False,55.0,False
AI088,Unknown,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,AI088,,True,2026-04-20 10:10:41.702,False,216.0,False
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,UK177,,True,2026-04-20 10:50:41.703,False,269.0,False
AI128,Unknown,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,AI128,,True,2026-04-20 10:03:41.702,False,236.0,False
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,AI158,,True,2026-04-20 09:01:41.703,False,177.0,False
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,UK206,,True,2026-04-20 10:34:41.703,False,273.0,False
SJ138,Unknown,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,SJ138,,True,2026-04-20 06:43:41.702,False,48.0,False
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,AI034,,True,2026-04-20 10:31:41.701,False,283.0,False
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,AI012,,True,2026-04-20 09:47:41.701,False,243.0,False
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,6F083,,False,2026-04-20 06:03:41.702,False,39.0,False
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,SJ083,,True,2026-04-20 08:17:41.702,False,184.0,False
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,SJ186,,True,2026-04-20 07:22:41.703,False,131.0,False
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,UK001,,True,2026-04-20 06:31:41.700,False,85.0,False
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,AI217,,True,2026-04-20 07:14:41.703,False,137.0,False
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,6F178,,False,2026-04-20 09:11:41.703,False,263.0,False
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,UK015,,True,2026-04-20 06:33:41.701,False,107.0,False
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,AI112,,True,2026-04-20 08:24:41.702,False,223.0,False
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,UK100,,True,2026-04-20 07:12:41.702,False,152.0,False
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,6F133,,False,2026-04-20 06:25:41.702,False,107.0,False
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,AI227,,True,2026-04-20 08:17:41.703,False,226.0,False
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,UK093,,True,2026-04-20 05:21:41.702,False,50.0,False
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,UK203,,True,2026-04-20 05:24:41.703,False,72.0,False
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,UK154,,True,2026-04-20 07:57:41.703,False,237.0,False
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,UK073,,True,2026-04-20 08:09:41.702,False,250.0,False
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,AI164,,True,2026-04-20 05:45:41.703,False,108.0,False
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,UK008,,True,2026-04-20 04:34:41.701,False,37.0,False
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,UK051,,True,2026-04-20 06:55:41.701,False,180.0,False
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,UK208,,True,2026-04-20 08:51:41.704,False,297.0,False
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,AI150,,True,2026-04-20 04:38:41.703,False,47.0,False
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,AI189,,True,2026-04-20 05:32:41.703,False,108.0,False
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,6F230,,False,2026-04-20 06:47:41.704,False,193.0,False
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,6F169,,False,2026-04-20 08:06:41.703,False,279.0,False
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,AI205,,True,2026-04-20 05:14:41.703,False,108.0,False
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,AI103,,True,2026-04-20 04:04:41.702,False,38.0,False
6F250,Unknown,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,6F250,,False,2026-04-20 07:30:41.701,False,244.0,False
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,AI246,,True,2026-04-20 06:41:41.704,False,199.0,False
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,6F187,,False,2026-04-20 07:37:41.703,False,258.0,False
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,AI082,,True,2026-04-20 06:01:41.702,False,162.0,False
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,UK116,,True,2026-04-20 07:06:41.702,False,228.0,False
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,SJ169,,True,2026-04-20 07:56:41.703,False,286.0,False
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,AI175,,True,2026-04-20 06:55:41.703,False,227.0,False
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,SJ098,,True,2026-04-20 03:37:41.702,False,35.0,False
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,SJ191,,True,2026-04-20 04:23:41.703,False,82.0,False
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,SJ017,,True,2026-04-20 05:00:41.701,False,123.0,False
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,UK188,,True,2026-04-20 03:44:41.703,False,49.0,False
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,AI196,,True,2026-04-20 04:25:41.703,False,93.0,False
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,AI068,,True,2026-04-20 04:48:42.000,False,120.00496666666666,False
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,SJ097,,True,2026-04-20 05:27:41.702,False,170.0,False
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,SJ030,,True,2026-04-20 03:19:41.701,False,43.0,False
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,6F179,,False,2026-04-20 06:40:41.703,False,255.0,False
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,6F156,,False,2026-04-20 04:57:41.703,False,154.0,False
6F250,Unknown,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,6F250,,False,2026-04-20 02:56:41.702,False,33.0,False
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,SJ057,,True,2026-04-20 05:29:41.701,False,192.0,False
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,6F036,,False,2026-04-20 06:57:41.701,False,283.0,False
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,6F201,,False,2026-04-20 06:49:41.703,False,280.0,False
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,6F143,,False,2026-04-20 06:08:41.702,False,239.0,False
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,6F177,,False,2026-04-20 04:25:41.703,False,142.0,False
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,6F031,,False,2026-04-20 06:37:41.701,False,277.0,False
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,UK165,,True,2026-04-20 06:04:41.703,False,253.0,False
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,6F122,,False,2026-04-20 05:28:41.702,False,224.0,False
AI009,Unknown,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,AI009,,True,2026-04-20 04:05:41.701,False,154.0,False
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,6F046,,False,2026-04-20 05:08:41.701,False,221.0,False
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,AI051,,True,2026-04-20 02:22:41.701,False,55.0,False
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,UK222,,True,2026-04-20 02:57:41.704,False,95.0,False
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,SJ127,,True,2026-04-20 03:58:41.702,False,157.0,False
AI226,Unknown,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,AI226,,True,2026-04-20 04:08:41.703,False,169.0,False
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,AI216,,True,2026-04-20 02:34:41.703,False,84.0,False
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,6F058,,False,2026-04-20 03:33:41.701,False,149.0,False
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,SJ207,,True,2026-04-20 04:05:41.703,False,193.0,False
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,SJ198,,True,2026-04-20 05:28:41.703,False,281.0,False
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,SJ108,,True,2026-04-20 03:16:41.702,False,156.0,False
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,SJ155,,True,2026-04-20 05:38:41.702,False,300.0,False
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,6F193,,False,2026-04-20 02:32:41.703,False,118.0,False
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,6F019,,False,2026-04-20 04:14:41.701,False,235.0,False
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,AI102,,True,2026-04-20 05:08:41.702,False,291.0,False
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,6F166,,False,2026-04-20 04:33:41.703,False,270.0,False
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,UK175,,True,2026-04-20 03:18:41.703,True,202.0,False
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,6F010,,False,2026-04-20 03:44:41.701,True,231.0,False
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,AI234,,True,2026-04-20 01:34:41.704,True,104.0,False
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,UK135,,True,2026-04-20 01:43:41.702,True,113.0,False
6F272,Unknown,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,6F272,,False,2026-04-20 00:22:41.702,True,47.0,False
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,AI061,,True,2026-04-20 01:02:41.701,True,91.0,False
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,6F070,,False,2026-04-20 02:24:41.701,True,181.0,False
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,AI015,,True,2026-04-20 01:15:41.701,True,114.0,False
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,SJ076,,True,2026-04-20 02:02:41.701,True,181.0,False
SJ029,Unknown,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,SJ029,,True,2026-04-20 00:22:41.701,True,87.0,False
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,SJ194,,True,2026-04-20 02:31:41.703,True,225.0,False
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,AI235,,True,2026-04-20 02:12:41.704,True,207.0,False
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,SJ048,,True,2026-04-20 00:19:41.701,True,96.0,False
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,SJ114,,True,2026-04-20 02:02:41.702,True,200.0,False
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,SJ146,,True,2026-04-20 00:33:41.702,True,116.0,False
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,SJ146,,True,2026-04-20 00:33:41.702,True,116.0,False
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,UK041,,True,2026-04-19 23:44:41.701,False,67.0,False
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,6F075,,False,2026-04-20 03:02:41.702,True,282.0,False
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,SJ020,,True,2026-04-20 02:27:41.701,True,249.0,False
SJ099,Unknown,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,SJ099,,True,2026-04-20 00:34:41.702,True,140.0,False
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,6F078,,False,2026-04-19 23:37:41.702,False,93.0,False
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,UK219,,True,2026-04-20 02:21:41.704,True,258.0,False
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,UK223,,True,2026-04-19 22:30:41.704,False,32.0,False
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,UK227,,True,2026-04-20 01:47:41.704,True,230.0,False
6F260,Unknown,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,6F260,,False,2026-04-20 01:14:41.702,True,203.0,False
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,AI096,,True,2026-04-20 02:46:41.702,True,298.0,False
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,6F022,,False,2026-04-20 02:05:41.701,True,259.0,False
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,6F237,,False,2026-04-20 00:44:41.704,True,183.0,False
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,UK146,,True,2026-04-20 00:08:41.703,True,148.0,False
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,SJ015,,True,2026-04-19 22:52:41.701,False,72.0,False
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,AI108,,True,2026-04-20 00:17:41.702,True,165.0,False
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,UK020,,True,2026-04-19 22:38:41.701,False,75.0,False
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,6F113,,False,2026-04-20 01:30:41.702,True,266.0,False
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,6F112,,False,2026-04-19 23:16:41.702,False,136.0,False
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,6F246,,False,2026-04-19 23:16:41.702,False,136.0,False
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,UK158,,True,2026-04-19 21:22:41.703,False,33.0,False
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,UK159,,True,2026-04-19 23:32:41.703,False,167.0,False
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,UK084,,True,2026-04-20 00:20:41.702,True,216.0,False
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,SJ206,,True,2026-04-20 01:21:41.703,True,278.0,False
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,UK044,,True,2026-04-19 23:29:41.701,False,178.0,False
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,SJ036,,True,2026-04-19 23:54:41.701,False,210.0,False
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,6F176,,False,2026-04-19 23:23:42.000,False,180.0,False
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,6F148,,False,2026-04-19 22:30:41.703,False,127.0,False
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,6F202,,False,2026-04-19 23:48:41.703,False,210.0,False
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,6F071,,False,2026-04-20 00:31:41.702,True,253.0,False
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,AI105,,True,2026-04-19 22:03:41.702,False,107.0,False
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,AI241,,True,2026-04-19 22:18:41.704,False,127.0,False
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,SJ162,,True,2026-04-19 22:30:41.703,False,139.0,False
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,6F003,,False,2026-04-19 23:13:41.700,False,187.0,False
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,6F249,,False,2026-04-19 23:13:41.700,False,187.0,False
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,AI237,,True,2026-04-19 23:13:41.704,False,195.0,False
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,SJ134,,True,2026-04-20 00:15:41.702,True,257.0,False
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,AI071,,True,2026-04-19 22:58:41.702,False,183.0,False
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,6F118,,False,2026-04-19 21:01:41.702,False,69.0,False
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,6F014,,False,2026-04-19 23:15:41.701,False,213.0,False
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,6F065,,False,2026-04-19 22:23:41.701,False,163.0,False
6F271,Unknown,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,6F271,,False,2026-04-19 22:52:41.702,False,199.0,False
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,SJ070,,True,2026-04-19 20:48:41.701,False,113.0,False
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,6F007,,False,2026-04-19 19:54:41.701,False,59.0,False
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,UK007,,True,2026-04-19 21:04:41.701,False,134.0,False
