booking_id,flight_id,booking_date,status,status_valid_flag
B1633,SJ195,2025-08-30 11:37:36.952,CONFIRMED,True
B1634,SJ171,2025-12-25 11:37:36.952,CANCELLED,True
B1636,SJ192,2025-05-27 11:37:36.952,CONFIRMED,True
B1638,UK088,2026-02-23 11:37:36.952,CONFIRMED,True
B1642,AI251,2026-02-15 11:37:36.952,PENDING,True
B1643,AI027,2026-02-04 11:37:36.952,PENDING,True
B1644,SJ165,2025-10-20 11:37:36.952,PENDING,True
B1645,UK081,2025-08-16 11:37:36.952,CONFIRMED,True
B1646,UK191,2025-09-27 11:37:36.952,CANCELLED,True
B1647,SJ188,2025-11-06 11:37:36.952,PENDING,True
B1651,SJ054,2025-09-09 11:37:36.952,CANCELLED,True
B1653,AI040,2026-03-26 11:37:36.952,CANCELLED,True
B1656,UK035,2025-05-12 11:37:36.952,CONFIRMED,True
B1657,AI005,2025-08-28 11:37:36.952,CONFIRMED,True
B1658,AI001,2025-06-22 11:37:36.952,CONFIRMED,True
B1659,UK211,2026-01-17 11:37:36.952,PENDING,True
B1660,SJ189,2026-04-04 11:37:36.952,CANCELLED,True
B1661,UK006,2025-04-21 11:37:36.952,PENDING,True
B1663,AI133,2025-05-16 11:37:36.952,CANCELLED,True
B1664,SJ216,2025-11-08 11:37:36.952,CONFIRMED,True
B1665,SJ133,2026-03-04 11:37:36.952,CANCELLED,True
B1666,UK082,2026-03-05 11:37:36.952,PENDING,True
B1669,AI011,2025-06-16 11:37:36.952,CONFIRMED,True
B1670,SJ225,2025-05-12 11:37:36.952,CANCELLED,True
B1671,SJ024,2025-07-08 11:37:36.952,CONFIRMED,True
B1672,AI109,2025-08-01 11:37:36.952,CANCELLED,True
B1674,UK057,2025-11-03 11:37:36.952,CANCELLED,True
B1676,AI197,2026-04-14 11:37:36.952,PENDING,True
B1677,UK127,2026-01-31 11:37:36.952,PENDING,True
B1681,SJ135,2026-04-02 11:37:36.952,CANCELLED,True
B1682,UK112,2025-07-10 11:37:36.952,CANCELLED,True
B1683,AI050,2025-08-07 11:37:36.952,CONFIRMED,True
B1684,UK060,2025-11-18 11:37:36.952,PENDING,True
B1685,SJ183,2025-05-15 11:37:36.952,CANCELLED,True
B1686,UK138,2025-11-17 11:37:36.952,CONFIRMED,True
B1687,SJ071,2025-10-12 11:37:36.952,PENDING,True
B1688,AI057,2025-06-14 11:37:36.952,PENDING,True
B1689,SJ151,2025-07-10 11:37:36.952,CANCELLED,True
B1690,SJ144,2025-06-28 11:37:36.952,PENDING,True
B1691,SJ087,2026-01-23 11:37:36.952,PENDING,True
B1692,SJ066,2026-04-02 11:37:36.952,CONFIRMED,True
B1693,AI247,2026-01-02 11:37:36.952,CONFIRMED,True
B1694,SJ102,2026-04-01 11:37:36.952,PENDING,True
B1697,AI204,2025-11-12 11:37:36.952,CANCELLED,True
B1698,AI016,2026-02-02 11:37:36.952,CONFIRMED,True
B1699,AI209,2025-12-11 11:37:36.952,PENDING,True
B1700,SJ211,2026-01-04 11:37:36.952,PENDING,True
B1702,UK182,2025-04-22 11:37:36.952,CONFIRMED,True
B1705,UK198,2026-01-31 11:37:36.952,CANCELLED,True
B1707,AI004,2025-07-05 11:37:36.952,CANCELLED,True
B1709,AI018,2025-10-03 11:37:36.952,CANCELLED,True
B1710,UK098,2025-08-05 11:37:36.952,CONFIRMED,True
B1712,AI228,2025-09-06 11:37:36.952,CANCELLED,True
B1713,SJ242,2025-08-31 11:37:36.952,CANCELLED,True
B1717,SJ125,2025-11-06 11:37:36.952,CANCELLED,True
B1718,UK117,2025-06-17 11:37:36.952,CANCELLED,True
B1720,AI201,2025-11-27 11:37:36.952,CANCELLED,True
B1721,SJ126,2026-03-25 11:37:36.952,PENDING,True
B1722,AI177,2026-02-10 11:37:36.952,PENDING,True
B1723,AI092,2025-12-23 11:37:36.952,CANCELLED,True
B1725,AI185,2025-04-29 11:37:36.952,PENDING,True
B1726,AI055,2025-05-14 11:37:36.952,CONFIRMED,True
B1728,AI090,2025-12-12 11:37:36.952,CONFIRMED,True
B1729,AI183,2025-06-03 11:37:36.952,PENDING,True
B1730,AI041,2025-04-29 11:37:36.952,PENDING,True
B1732,AI170,2026-01-15 11:37:36.952,CONFIRMED,True
B1733,SJ008,2026-04-16 11:37:36.952,CANCELLED,True
B1734,AI049,2025-09-29 11:37:36.952,PENDING,True
B1735,SJ132,2025-05-12 11:37:36.952,PENDING,True
B1736,SJ224,2026-01-26 11:37:36.952,CONFIRMED,True
B1737,UK038,2025-06-11 11:37:36.952,CONFIRMED,True
B1738,SJ220,2025-08-14 11:37:36.952,PENDING,True
B1740,SJ164,2025-11-16 11:37:36.952,CONFIRMED,True
B1741,AI026,2025-05-18 11:37:36.952,PENDING,True
B1744,UK139,2025-09-05 11:37:36.952,CANCELLED,True
B1745,UK139,2025-05-20 11:37:36.952,CONFIRMED,True
B1746,SJ140,2025-08-31 11:37:36.952,CONFIRMED,True
B1748,UK128,2025-11-15 11:37:36.952,PENDING,True
B1749,SJ219,2026-02-19 11:37:36.952,CONFIRMED,True
B1750,SJ159,2025-09-21 11:37:36.952,PENDING,True
B1751,UK192,2025-09-19 11:37:36.952,CONFIRMED,True
B1752,AI014,2025-08-13 11:37:36.952,CANCELLED,True
B1753,SJ152,2025-08-08 11:37:36.952,CANCELLED,True
B1754,SJ060,2026-02-11 11:37:36.952,PENDING,True
B1755,AI127,2026-02-17 11:37:36.952,CANCELLED,True
B1756,SJ096,2026-01-27 11:37:36.952,PENDING,True
B1757,AI215,2025-04-24 11:37:36.952,PENDING,True
B1758,UK009,2026-02-28 11:37:36.952,CANCELLED,True
B1759,AI171,2025-10-26 11:37:36.952,PENDING,True
B1760,UK151,2026-01-14 11:37:36.952,CANCELLED,True
B1761,AI099,2025-05-22 11:37:36.952,CONFIRMED,True
B1762,UK050,2025-06-04 11:37:36.952,CONFIRMED,True
B1763,UK092,2025-10-06 11:37:36.952,CANCELLED,True
B1764,SJ058,2025-06-20 11:37:36.952,CANCELLED,True
B1765,SJ090,2025-12-21 11:37:36.952,CANCELLED,True
B1767,AI186,2025-11-19 11:37:36.952,CONFIRMED,True
B1768,AI130,2026-03-23 11:37:36.952,PENDING,True
B1773,AI074,2026-01-01 11:37:36.952,PENDING,True
B1774,UK161,2026-01-07 11:37:36.952,CANCELLED,True
B1775,AI008,2025-06-19 11:37:36.952,CANCELLED,True
B1776,UK121,2025-12-27 11:37:36.952,CANCELLED,True
B1781,AI191,2026-02-09 11:37:36.952,PENDING,True
B1782,AI218,2025-08-18 11:37:36.952,CONFIRMED,True
B1784,UK125,2025-08-20 11:37:36.952,CANCELLED,True
B1787,AI063,2025-07-11 11:37:36.952,CONFIRMED,True
B1788,UK016,2025-06-05 11:37:36.952,CANCELLED,True
B1791,AI167,2026-02-24 11:37:36.952,CONFIRMED,True
B1793,SJ104,2025-11-25 11:37:36.952,CONFIRMED,True
B1794,UK160,2025-06-26 11:37:36.952,CONFIRMED,True
B1795,UK160,2026-03-21 11:37:36.952,PENDING,True
B1796,SJ230,2025-11-28 11:37:36.952,CONFIRMED,True
B1797,AI042,2025-06-03 11:37:36.952,CANCELLED,True
B1798,UK197,2025-05-16 11:37:36.952,CONFIRMED,True
B1799,AI107,2026-02-05 11:37:36.952,PENDING,True
B1800,SJ128,2025-08-22 11:37:36.952,PENDING,True
B1803,SJ137,2026-02-21 11:37:36.952,CONFIRMED,True
B1804,AI232,2025-11-12 11:37:36.952,CONFIRMED,True
B1805,SJ113,2025-10-26 11:37:36.952,CONFIRMED,True
B1806,AI117,2025-08-02 11:37:36.952,CANCELLED,True
B1808,AI194,2026-01-26 11:37:36.952,PENDING,True
B1809,UK045,2026-04-09 11:37:36.952,PENDING,True
B1811,SJ190,2026-04-04 11:37:36.952,CANCELLED,True
B1812,AI156,2026-01-06 11:37:36.952,CANCELLED,True
B1814,UK033,2025-06-22 11:37:36.952,CONFIRMED,True
B1815,UK137,2025-05-01 11:37:36.952,PENDING,True
B1816,UK214,2025-06-21 11:37:36.952,PENDING,True
B1818,AI114,2025-11-07 11:37:36.952,CONFIRMED,True
B1819,AI017,2026-01-19 11:37:36.952,CONFIRMED,True
B1824,AI095,2026-04-15 11:37:36.952,PENDING,True
B1827,AI054,2025-06-23 11:37:36.952,PENDING,True
B1828,SJ094,2025-05-18 11:37:36.952,CANCELLED,True
B1832,SJ156,2025-06-17 11:37:36.952,CONFIRMED,True
B1834,UK129,2025-08-14 11:37:36.952,CANCELLED,True
B1835,UK032,2026-02-07 11:37:36.952,CONFIRMED,True
B1836,AI166,2025-09-23 11:37:36.952,PENDING,True
B1837,SJ056,2025-10-31 11:37:36.952,PENDING,True
B1838,SJ101,2025-06-12 11:37:36.952,PENDING,True
B1839,SJ065,2025-05-09 11:37:36.952,PENDING,True
B1840,SJ100,2025-04-19 11:37:36.952,PENDING,True
B1841,UK011,2025-10-24 11:37:36.952,CANCELLED,True
B1843,SJ176,2025-08-15 11:37:36.952,CANCELLED,True
B1845,AI121,2026-03-05 11:37:36.952,PENDING,True
B1846,UK072,2025-08-30 11:37:36.952,CONFIRMED,True
B1847,AI006,2026-04-06 11:37:36.952,CANCELLED,True
B1848,SJ231,2025-05-19 11:37:36.952,CANCELLED,True
B1853,UK054,2025-05-05 11:37:36.952,CONFIRMED,True
B1854,SJ123,2025-08-10 11:37:36.952,CONFIRMED,True
B1856,UK226,2025-05-04 11:37:36.952,PENDING,True
B1857,AI065,2026-03-07 11:37:36.952,PENDING,True
B1859,AI195,2025-11-11 11:37:36.952,PENDING,True
B1861,AI125,2025-10-15 11:37:36.952,CONFIRMED,True
B1862,AI089,2025-10-05 11:37:36.952,PENDING,True
B1863,UK019,2026-02-12 11:37:36.952,CONFIRMED,True
B1864,UK078,2025-09-27 11:37:36.952,CANCELLED,True
B1865,SJ009,2025-07-28 11:37:36.952,CANCELLED,True
B1866,UK178,2026-01-28 11:37:36.952,CONFIRMED,True
B1867,UK018,2025-11-23 11:37:36.952,CONFIRMED,True
B1868,SJ059,2026-04-10 11:37:36.952,CANCELLED,True
B1869,UK108,2026-02-04 11:37:36.952,CONFIRMED,True
B1871,AI144,2025-10-04 11:37:36.952,CANCELLED,True
B1872,AI244,2025-07-09 11:37:36.952,PENDING,True
B1878,SJ233,2025-12-31 11:37:36.952,PENDING,True
B1879,AI203,2025-12-03 11:37:36.952,PENDING,True
B1880,UK147,2026-03-08 11:37:36.952,CONFIRMED,True
B1881,UK039,2025-08-26 11:37:36.952,PENDING,True
B1883,AI214,2025-11-17 11:37:36.952,PENDING,True
B1884,UK025,2025-08-31 11:37:36.952,CANCELLED,True
B1885,UK053,2025-08-10 11:37:36.952,CANCELLED,True
B1889,UK086,2026-02-24 11:37:36.952,CANCELLED,True
B1891,UK186,2026-01-26 11:37:36.952,CANCELLED,True
B1895,AI021,2025-10-05 11:37:36.952,CANCELLED,True
B1896,AI157,2025-11-30 11:37:36.952,PENDING,True
B1898,AI187,2025-10-03 11:37:36.952,PENDING,True
B1899,SJ124,2025-09-28 11:37:36.952,PENDING,True
B1900,SJ223,2025-10-06 11:37:36.952,CANCELLED,True
B1901,UK103,2025-04-25 11:37:36.952,CONFIRMED,True
B1902,SJ157,2026-02-08 11:37:36.952,CONFIRMED,True
B1904,UK213,2025-07-01 11:37:36.952,CONFIRMED,True
B1905,SJ120,2026-02-13 11:37:36.952,PENDING,True
B1906,AI035,2025-08-11 11:37:36.952,CANCELLED,True
B1908,SJ229,2025-08-09 11:37:36.952,CANCELLED,True
B1909,AI230,2025-11-14 11:37:36.952,PENDING,True
B1910,UK162,2025-06-10 11:37:36.952,CANCELLED,True
B1911,AI066,2025-05-29 11:37:36.952,PENDING,True
B1913,AI124,2025-05-24 11:37:36.952,CONFIRMED,True
B1914,UK114,2025-10-19 11:37:36.952,PENDING,True
B1915,AI231,2025-06-03 11:37:36.952,CANCELLED,True
B1916,AI113,2025-10-30 11:37:36.952,CONFIRMED,True
B1918,UK180,2025-10-07 11:37:36.952,CONFIRMED,True
B1920,SJ095,2025-05-11 11:37:36.952,PENDING,True
B1921,SJ115,2025-04-24 11:37:36.952,CANCELLED,True
B1922,AI142,2025-05-14 11:37:36.952,CONFIRMED,True
B1923,UK169,2025-11-28 11:37:36.952,CANCELLED,True
B1924,SJ041,2025-05-04 11:37:36.952,CANCELLED,True
B1925,UK171,2025-04-20 11:37:36.952,CONFIRMED,True
B1926,AI081,2025-11-27 11:37:36.952,CANCELLED,True
B1927,AI162,2026-01-28 11:37:36.952,PENDING,True
B1928,SJ037,2026-01-23 11:37:36.952,CANCELLED,True
B1929,SJ037,2025-11-05 11:37:36.952,CONFIRMED,True
B1930,UK080,2025-12-16 11:37:36.952,PENDING,True
B1931,SJ031,2025-09-26 11:37:36.952,PENDING,True
B1932,AI199,2025-12-28 11:37:36.952,CANCELLED,True
B1934,UK217,2026-04-12 11:37:36.952,PENDING,True
B1935,UK014,2026-04-13 11:37:36.952,CANCELLED,True
B1936,SJ180,2026-01-11 11:37:36.952,CONFIRMED,True
B1938,UK205,2026-04-07 11:37:36.952,CANCELLED,True
B1939,SJ212,2025-07-22 11:37:36.952,PENDING,True
B1940,UK052,2025-06-25 11:37:36.952,CANCELLED,True
B1941,UK230,2025-06-13 11:37:36.952,CANCELLED,True
B1942,AI145,2025-07-18 11:37:36.952,CANCELLED,True
B1943,SJ035,2026-03-13 11:37:36.952,CONFIRMED,True
B1944,SJ184,2025-07-20 11:37:36.952,CANCELLED,True
B1946,UK144,2026-03-30 11:37:36.952,CONFIRMED,True
B1947,AI126,2025-10-22 11:37:36.952,CONFIRMED,True
B1948,SJ145,2025-05-19 11:37:36.952,CONFIRMED,True
B1950,UK049,2025-06-15 11:37:36.952,CONFIRMED,True
B1951,UK049,2026-03-18 11:37:36.952,CANCELLED,True
B1952,AI087,2025-10-18 11:37:36.952,CONFIRMED,True
B1953,AI152,2025-05-24 11:37:36.952,CANCELLED,True
B1954,SJ240,2025-11-06 11:37:36.952,CONFIRMED,True
B1955,AI212,2025-09-14 11:37:36.952,PENDING,True
B1956,AI064,2025-09-21 11:37:36.952,CONFIRMED,True
B1958,AI118,2025-04-28 11:37:36.952,PENDING,True
B1959,AI172,2025-12-19 11:37:36.952,CONFIRMED,True
B1962,SJ077,2025-12-23 11:37:36.952,CONFIRMED,True
B1963,UK030,2026-02-24 11:37:36.952,CONFIRMED,True
B1964,SJ232,2025-05-21 11:37:36.952,PENDING,True
B1966,UK002,2025-11-06 11:37:36.952,CONFIRMED,True
B1967,AI154,2025-07-03 11:37:36.952,CANCELLED,True
B1972,UK199,2025-04-18 11:37:36.952,CANCELLED,True
B1973,SJ033,2025-04-28 11:37:36.952,CANCELLED,True
B1974,AI210,2025-08-03 11:37:36.952,PENDING,True
B1976,AI229,2025-08-27 11:37:36.952,PENDING,True
B1977,UK005,2026-01-01 11:37:36.952,PENDING,True
B1978,SJ080,2025-12-07 11:37:36.952,CONFIRMED,True
B1979,SJ092,2025-12-02 11:37:36.952,CANCELLED,True
B1980,SJ055,2025-12-04 11:37:36.952,CANCELLED,True
B1981,AI239,2025-05-17 11:37:36.952,CONFIRMED,True
B1986,SJ177,2025-10-07 11:37:36.952,CONFIRMED,True
B1990,SJ197,2026-03-31 11:37:36.952,CONFIRMED,True
B1991,UK091,2026-01-14 11:37:36.952,CANCELLED,True
B1993,AI093,2026-03-11 11:37:36.952,CANCELLED,True
B1994,UK090,2026-03-31 11:37:36.952,CONFIRMED,True
B1995,SJ005,2025-11-20 11:37:36.952,CANCELLED,True
B1996,UK106,2025-08-08 11:37:36.952,CANCELLED,True
