flight_id,airline,source,destination,departure_time,arrival_time,flight_id_raw,duration_raw,flight_id_valid_flag,arrival_time_adjusted,overnight_flag,duration_minutes,duration_anomaly_flag,departure_date,route
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,SJ022,,True,2026-04-20 11:07:41.701,False,191.0,False,2026-04-20,DEL → BLR
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,SJ002,,True,2026-04-20 12:40:41.701,False,286.0,False,2026-04-20,DEL → BOM
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,AI163,,True,2026-04-20 08:46:41.703,False,61.0,False,2026-04-20,HYD → MAA
UK229,Unknown,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,UK229,,True,2026-04-20 11:57:41.704,False,257.0,False,2026-04-20,HYD → DEL
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,UK185,,True,2026-04-20 08:48:41.703,False,77.0,False,2026-04-20,DEL → MAA
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,AI062,,True,2026-04-20 07:25:41.701,False,36.0,False,2026-04-20,MAA → DEL
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,UK034,,True,2026-04-20 10:11:41.701,False,204.0,False,2026-04-20,DEL → BLR
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,UK079,,True,2026-04-20 10:34:41.702,False,231.0,False,2026-04-20,DEL → BLR
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,AI135,,True,2026-04-20 09:21:41.702,False,161.0,False,2026-04-20,BLR → BOM
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,SJ061,,True,2026-04-20 09:35:41.701,False,177.0,False,2026-04-20,MAA → BLR
AI047,Unknown,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,AI047,,True,2026-04-20 07:23:41.701,False,47.0,False,2026-04-20,CCU → MAA
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,UK210,,True,2026-04-20 07:30:41.704,False,55.0,False,2026-04-20,DEL → CCU
AI088,Unknown,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,AI088,,True,2026-04-20 10:10:41.702,False,216.0,False,2026-04-20,MAA → DEL
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,UK177,,True,2026-04-20 10:50:41.703,False,269.0,False,2026-04-20,DEL → HYD
AI128,Unknown,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,AI128,,True,2026-04-20 10:03:41.702,False,236.0,False,2026-04-20,BOM → CCU
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,AI158,,True,2026-04-20 09:01:41.703,False,177.0,False,2026-04-20,CCU → DEL
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,UK206,,True,2026-04-20 10:34:41.703,False,273.0,False,2026-04-20,MAA → BLR
SJ138,Unknown,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,SJ138,,True,2026-04-20 06:43:41.702,False,48.0,False,2026-04-20,BLR → BOM
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,AI034,,True,2026-04-20 10:31:41.701,False,283.0,False,2026-04-20,DEL → BOM
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,AI012,,True,2026-04-20 09:47:41.701,False,243.0,False,2026-04-20,BOM → CCU
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,SJ083,,True,2026-04-20 08:17:41.702,False,184.0,False,2026-04-20,MAA → BLR
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,SJ186,,True,2026-04-20 07:22:41.703,False,131.0,False,2026-04-20,CCU → DEL
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,UK001,,True,2026-04-20 06:31:41.700,False,85.0,False,2026-04-20,CCU → DEL
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,AI217,,True,2026-04-20 07:14:41.703,False,137.0,False,2026-04-20,CCU → BLR
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,UK015,,True,2026-04-20 06:33:41.701,False,107.0,False,2026-04-20,BLR → BOM
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,AI112,,True,2026-04-20 08:24:41.702,False,223.0,False,2026-04-20,DEL → BLR
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,UK100,,True,2026-04-20 07:12:41.702,False,152.0,False,2026-04-20,CCU → BLR
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,AI227,,True,2026-04-20 08:17:41.703,False,226.0,False,2026-04-20,BLR → MAA
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,UK093,,True,2026-04-20 05:21:41.702,False,50.0,False,2026-04-20,HYD → CCU
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,UK203,,True,2026-04-20 05:24:41.703,False,72.0,False,2026-04-20,BLR → HYD
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,UK154,,True,2026-04-20 07:57:41.703,False,237.0,False,2026-04-20,MAA → HYD
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,UK073,,True,2026-04-20 08:09:41.702,False,250.0,False,2026-04-20,BLR → CCU
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,AI164,,True,2026-04-20 05:45:41.703,False,108.0,False,2026-04-20,DEL → BLR
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,UK008,,True,2026-04-20 04:34:41.701,False,37.0,False,2026-04-20,CCU → BLR
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,UK051,,True,2026-04-20 06:55:41.701,False,180.0,False,2026-04-20,HYD → DEL
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,UK208,,True,2026-04-20 08:51:41.704,False,297.0,False,2026-04-20,DEL → CCU
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,AI150,,True,2026-04-20 04:38:41.703,False,47.0,False,2026-04-20,BOM → DEL
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,AI189,,True,2026-04-20 05:32:41.703,False,108.0,False,2026-04-20,CCU → DEL
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,AI205,,True,2026-04-20 05:14:41.703,False,108.0,False,2026-04-20,BLR → BOM
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,AI103,,True,2026-04-20 04:04:41.702,False,38.0,False,2026-04-20,BLR → BOM
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,AI246,,True,2026-04-20 06:41:41.704,False,199.0,False,2026-04-20,BOM → BLR
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,AI082,,True,2026-04-20 06:01:41.702,False,162.0,False,2026-04-20,DEL → CCU
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,UK116,,True,2026-04-20 07:06:41.702,False,228.0,False,2026-04-20,CCU → BOM
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,SJ169,,True,2026-04-20 07:56:41.703,False,286.0,False,2026-04-20,BOM → MAA
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,AI175,,True,2026-04-20 06:55:41.703,False,227.0,False,2026-04-20,BOM → HYD
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,SJ098,,True,2026-04-20 03:37:41.702,False,35.0,False,2026-04-20,HYD → MAA
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,SJ191,,True,2026-04-20 04:23:41.703,False,82.0,False,2026-04-20,BLR → BOM
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,SJ017,,True,2026-04-20 05:00:41.701,False,123.0,False,2026-04-20,DEL → MAA
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,UK188,,True,2026-04-20 03:44:41.703,False,49.0,False,2026-04-20,MAA → BLR
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,AI196,,True,2026-04-20 04:25:41.703,False,93.0,False,2026-04-20,MAA → HYD
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,AI068,,True,2026-04-20 04:48:42.000,False,120.00496666666666,False,2026-04-20,BOM → BLR
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,SJ097,,True,2026-04-20 05:27:41.702,False,170.0,False,2026-04-20,BOM → CCU
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,SJ030,,True,2026-04-20 03:19:41.701,False,43.0,False,2026-04-20,DEL → HYD
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,SJ057,,True,2026-04-20 05:29:41.701,False,192.0,False,2026-04-20,BOM → CCU
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,UK165,,True,2026-04-20 06:04:41.703,False,253.0,False,2026-04-20,DEL → BLR
AI009,Unknown,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,AI009,,True,2026-04-20 04:05:41.701,False,154.0,False,2026-04-20,DEL → CCU
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,AI051,,True,2026-04-20 02:22:41.701,False,55.0,False,2026-04-20,MAA → BLR
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,UK222,,True,2026-04-20 02:57:41.704,False,95.0,False,2026-04-20,BOM → CCU
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,SJ127,,True,2026-04-20 03:58:41.702,False,157.0,False,2026-04-20,BOM → DEL
AI226,Unknown,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,AI226,,True,2026-04-20 04:08:41.703,False,169.0,False,2026-04-20,BLR → HYD
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,AI216,,True,2026-04-20 02:34:41.703,False,84.0,False,2026-04-20,BOM → CCU
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,SJ207,,True,2026-04-20 04:05:41.703,False,193.0,False,2026-04-20,DEL → CCU
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,SJ198,,True,2026-04-20 05:28:41.703,False,281.0,False,2026-04-20,CCU → BOM
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,SJ108,,True,2026-04-20 03:16:41.702,False,156.0,False,2026-04-20,BLR → HYD
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,SJ155,,True,2026-04-20 05:38:41.702,False,300.0,False,2026-04-20,DEL → CCU
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,AI102,,True,2026-04-20 05:08:41.702,False,291.0,False,2026-04-20,CCU → BLR
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,UK175,,True,2026-04-20 03:18:41.703,True,202.0,False,2026-04-19,BLR → BOM
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,AI234,,True,2026-04-20 01:34:41.704,True,104.0,False,2026-04-19,BOM → MAA
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,UK135,,True,2026-04-20 01:43:41.702,True,113.0,False,2026-04-19,HYD → DEL
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,AI061,,True,2026-04-20 01:02:41.701,True,91.0,False,2026-04-19,BOM → CCU
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,AI015,,True,2026-04-20 01:15:41.701,True,114.0,False,2026-04-19,BLR → CCU
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,SJ076,,True,2026-04-20 02:02:41.701,True,181.0,False,2026-04-19,DEL → MAA
SJ029,Unknown,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,SJ029,,True,2026-04-20 00:22:41.701,True,87.0,False,2026-04-19,HYD → DEL
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,SJ194,,True,2026-04-20 02:31:41.703,True,225.0,False,2026-04-19,CCU → DEL
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,AI235,,True,2026-04-20 02:12:41.704,True,207.0,False,2026-04-19,BLR → HYD
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,SJ048,,True,2026-04-20 00:19:41.701,True,96.0,False,2026-04-19,MAA → BLR
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,SJ114,,True,2026-04-20 02:02:41.702,True,200.0,False,2026-04-19,HYD → DEL
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,SJ146,,True,2026-04-20 00:33:41.702,True,116.0,False,2026-04-19,HYD → BLR
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,SJ146,,True,2026-04-20 00:33:41.702,True,116.0,False,2026-04-19,HYD → BLR
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,UK041,,True,2026-04-19 23:44:41.701,False,67.0,False,2026-04-19,HYD → MAA
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,SJ020,,True,2026-04-20 02:27:41.701,True,249.0,False,2026-04-19,BLR → BOM
SJ099,Unknown,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,SJ099,,True,2026-04-20 00:34:41.702,True,140.0,False,2026-04-19,MAA → BLR
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,UK219,,True,2026-04-20 02:21:41.704,True,258.0,False,2026-04-19,BOM → HYD
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,UK223,,True,2026-04-19 22:30:41.704,False,32.0,False,2026-04-19,CCU → DEL
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,UK227,,True,2026-04-20 01:47:41.704,True,230.0,False,2026-04-19,BOM → HYD
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,AI096,,True,2026-04-20 02:46:41.702,True,298.0,False,2026-04-19,CCU → DEL
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,UK146,,True,2026-04-20 00:08:41.703,True,148.0,False,2026-04-19,BOM → MAA
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,SJ015,,True,2026-04-19 22:52:41.701,False,72.0,False,2026-04-19,BOM → CCU
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,AI108,,True,2026-04-20 00:17:41.702,True,165.0,False,2026-04-19,BLR → CCU
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,UK020,,True,2026-04-19 22:38:41.701,False,75.0,False,2026-04-19,MAA → BLR
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,UK158,,True,2026-04-19 21:22:41.703,False,33.0,False,2026-04-19,BOM → MAA
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,UK159,,True,2026-04-19 23:32:41.703,False,167.0,False,2026-04-19,CCU → BLR
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,UK084,,True,2026-04-20 00:20:41.702,True,216.0,False,2026-04-19,MAA → DEL
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,SJ206,,True,2026-04-20 01:21:41.703,True,278.0,False,2026-04-19,DEL → CCU
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,UK044,,True,2026-04-19 23:29:41.701,False,178.0,False,2026-04-19,BLR → BOM
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,SJ036,,True,2026-04-19 23:54:41.701,False,210.0,False,2026-04-19,DEL → HYD
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,AI105,,True,2026-04-19 22:03:41.702,False,107.0,False,2026-04-19,CCU → DEL
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,AI241,,True,2026-04-19 22:18:41.704,False,127.0,False,2026-04-19,HYD → BLR
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,SJ162,,True,2026-04-19 22:30:41.703,False,139.0,False,2026-04-19,DEL → HYD
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,AI237,,True,2026-04-19 23:13:41.704,False,195.0,False,2026-04-19,BOM → CCU
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,SJ134,,True,2026-04-20 00:15:41.702,True,257.0,False,2026-04-19,BOM → CCU
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,AI071,,True,2026-04-19 22:58:41.702,False,183.0,False,2026-04-19,BOM → MAA
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,SJ070,,True,2026-04-19 20:48:41.701,False,113.0,False,2026-04-19,MAA → CCU
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,UK007,,True,2026-04-19 21:04:41.701,False,134.0,False,2026-04-19,DEL → HYD
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42.000,2026-04-18 23:45:42.000,SJ192,,True,2026-04-19 23:45:42.000,True,300.0,False,2026-04-19,HYD → BOM
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,AI097,,True,2026-04-19 23:34:41.702,False,292.0,False,2026-04-19,HYD → MAA
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,UK047,,True,2026-04-19 22:45:41.701,False,245.0,False,2026-04-19,BLR → HYD
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,AI024,,True,2026-04-19 19:45:41.701,False,67.0,False,2026-04-19,MAA → BOM
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,UK113,,True,2026-04-19 22:58:41.702,False,264.0,False,2026-04-19,CCU → DEL
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,SJ163,,True,2026-04-19 23:08:41.703,False,276.0,False,2026-04-19,DEL → HYD
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,SJ208,,True,2026-04-19 19:33:41.703,False,61.0,False,2026-04-19,DEL → HYD
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,SJ221,,True,2026-04-19 23:17:41.703,False,286.0,False,2026-04-19,MAA → HYD
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,SJ084,,True,2026-04-19 19:30:41.702,False,59.0,False,2026-04-19,HYD → MAA
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,AI122,,True,2026-04-19 22:36:41.702,False,251.0,False,2026-04-19,BOM → CCU
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,AI139,,True,2026-04-19 19:24:41.702,False,61.0,False,2026-04-19,HYD → MAA
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,UK149,,True,2026-04-19 23:08:41.703,False,286.0,False,2026-04-19,MAA → DEL
AI149,Air India,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,AI149,,True,2026-04-19 21:36:41.703,False,197.0,False,2026-04-19,BOM → HYD
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,SJ243,,True,2026-04-19 23:03:41.704,False,286.0,False,2026-04-19,BLR → DEL
AI053,Air India,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,AI053,,True,2026-04-19 22:19:41.701,False,255.0,False,2026-04-19,CCU → DEL
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,UK061,,True,2026-04-19 19:48:41.701,False,110.0,False,2026-04-19,BLR → BOM
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,SJ004,,True,2026-04-19 21:01:41.701,False,189.0,False,2026-04-19,MAA → DEL
AI173,Air India,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,AI173,,True,2026-04-19 22:27:41.703,False,291.0,False,2026-04-19,HYD → DEL
AI252,Unknown,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,AI252,,True,2026-04-19 21:54:41.704,False,264.0,False,2026-04-19,HYD → DEL
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,SJ109,,True,2026-04-19 20:28:41.702,False,184.0,False,2026-04-19,BOM → DEL
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,UK123,,True,2026-04-19 20:18:41.702,False,174.0,False,2026-04-19,BOM → DEL
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,UK183,,True,2026-04-19 18:30:41.703,False,83.0,False,2026-04-19,BLR → CCU
AI110,Air India,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,AI110,,True,2026-04-19 22:00:41.702,False,293.0,False,2026-04-19,BOM → CCU
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,UK105,,True,2026-04-19 18:11:41.702,False,67.0,False,2026-04-19,CCU → HYD
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,SJ130,,True,2026-04-19 20:53:41.702,False,240.0,False,2026-04-19,BOM → DEL
AI224,Air India,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,AI224,,True,2026-04-19 21:36:41.703,False,285.0,False,2026-04-19,DEL → HYD
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,SJ182,,True,2026-04-19 17:36:41.703,False,48.0,False,2026-04-19,CCU → BOM
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,UK164,,True,2026-04-19 21:10:41.703,False,264.0,False,2026-04-19,BOM → HYD
AI161,Air India,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,AI161,,True,2026-04-19 19:40:41.703,False,180.0,False,2026-04-19,CCU → BOM
SJ204,SpiceJet,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,SJ204,,True,2026-04-19 18:15:41.703,False,101.0,False,2026-04-19,CCU → DEL
AI206,Air India,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,AI206,,True,2026-04-19 20:01:41.703,False,211.0,False,2026-04-19,CCU → MAA
SJ203,Unknown,DEL,HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,SJ203,,True,2026-04-19 18:27:41.703,False,125.0,False,2026-04-19,DEL → HYD
SJ161,SpiceJet,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,SJ161,,True,2026-04-19 17:04:41.703,False,42.0,False,2026-04-19,MAA → BLR
AI098,Air India,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,AI098,,True,2026-04-19 18:11:41.702,False,130.0,False,2026-04-19,HYD → MAA
AI168,Unknown,DEL,CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,AI168,,True,2026-04-19 20:20:41.703,False,270.0,False,2026-04-19,DEL → CCU
UK190,Vistara,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,UK190,,True,2026-04-19 18:53:41.703,False,184.0,False,2026-04-19,DEL → BLR
AI085,Air India,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,AI085,,True,2026-04-19 20:33:41.702,False,288.0,False,2026-04-19,DEL → HYD
AI076,Air India,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,AI076,,True,2026-04-19 16:12:41.702,False,35.0,False,2026-04-19,BLR → BOM
UK130,Vistara,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,UK130,,True,2026-04-19 19:43:41.702,False,247.0,False,2026-04-19,MAA → BLR
UK110,Vistara,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,UK110,,True,2026-04-19 20:13:41.702,False,287.0,False,2026-04-19,HYD → DEL
SJ013,SpiceJet,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,SJ013,,True,2026-04-19 19:54:41.701,False,269.0,False,2026-04-19,DEL → MAA
AI039,Air India,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,AI039,,True,2026-04-19 18:56:41.701,False,212.0,False,2026-04-19,MAA → BLR
AI248,Air India,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,AI248,,True,2026-04-19 16:35:41.704,False,78.0,False,2026-04-19,CCU → DEL
AI225,Air India,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,AI225,,True,2026-04-19 16:01:41.703,False,56.0,False,2026-04-19,BOM → BLR
SJ028,SpiceJet,CCU,BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,SJ028,,True,2026-04-19 19:32:41.701,False,268.0,False,2026-04-19,CCU → BOM
